81.19,-2,2,-4,-1, 2025-07-06 14:47:11.556051
81.3,1,1,0,2,     2025-07-06 14:47:38.785776
80.97,-2,-1,-3,2, 2025-07-06 14:47:54.063889
81.08,0,-1,-6,-1, 2025-07-06 14:47:56.511060
80.97,-8,-2,-10,0,2025-07-06 14:48:01.409776
81.19,-2,-1,4,0,  2025-07-06 14:48:24.729183
81.08,1,0,3,0,    2025-07-11 22:17:33.349928
81.19,0,0,0,-1,   2025-07-11 22:17:39.106071
80.86,1,0,0,-1,   2025-07-11 22:32:39.269570
81.19,0,0,0,0,    2025-07-11 23:04:06.651664
81.08,2,0,4,-1,   2025-07-11 23:04:19.852768
81.08,0,0,1,-1,   2025-07-11 23:16:10.615223
81.3,0,0,1,-1,    2025-07-11 23:16:26.580165
81.08,1,0,0,-1,   2025-07-11 23:17:31.847653
81.08,1,0,1,-3,   2025-07-11 23:41:01.805269
76.63,3,-1,2,1,   2025-07-11 23:42:16.938016
81.19,-1,0,-4,1,  2025-07-11 23:59:24.506934
81.08,1,0,-2,-1,  2025-07-12 00:00:41.177413
81.08,0,0,3,-1,   2025-07-12 00:21:43.381658
80.97,0,0,2,0,    2025-07-12 00:34:07.187217
81.08,0,0,3,0,    2025-07-12 00:34:12.503604
81.08,0,0,3,0,    2025-07-12 01:00:24.546114
81.08,0,0,0,-1,   2025-07-12 01:01:30.687501

66.52,0,0,0,0,    2025-07-12 01:01:44.012681

80.97,0,0,-3,1,   2025-07-12 01:01:46.672249
81.08,1,-1,0,-1,  2025-07-12 01:01:58.160738
81.3,0,0,-1,-1,   2025-07-12 01:02:14.932931
80.97,0,0,1,-1,   2025-07-12 01:03:11.571097
81.08,0,0,-1,-1,  2025-07-12 01:03:19.506349
81.08,0,0,-3,0,   2025-07-12 01:03:51.328975
81.08,0,0,0,-1,   2025-07-12 10:33:27.442222
83.33,8,0,-2,1,   2025-07-12 10:50:36.442824
83.33,0,0,-3,0,   2025-07-12 10:50:40.720114
81.08,4,0,1,1,    2025-07-12 11:08:35.926245

76.53,2,1,5,1,2025-07-12 11:08:06.214942

80.97,-2,-2,3,0,2025-07-12 11:08:11.544697
81.08,0,0,-2,0,2025-07-12 11:08:14.715306
81.08,6,0,-5,0,2025-07-12 11:08:34.879598
80.97,0,0,-2,-2,2025-07-12 11:34:09.525801
81.08,8,-1,4,1,2025-07-12 11:34:35.031666
80.97,1,0,7,2,2025-07-12 14:57:05.272426
81.08,5,0,-6,-1,2025-07-12 14:58:13.704610

81.19,3,-1,0,0,2025-07-12 15:14:46.573568

80.86,3,-1,3,0,2025-07-12 15:15:01.572425
81.19,1,-1,11,0,2025-07-12 15:15:18.665869
81.19,9,1,-4,1,2025-07-12 15:15:33.584376
81.08,-1,-1,4,0,2025-07-12 15:15:49.641563
81.08,-1,0,2,0,2025-07-14 22:00:08.278829
81.19,1,0,-1,0,2025-07-14 22:00:53.642678
81.08,-2,0,9,1,2025-07-14 22:13:24.902606
81.08,9,0,-1,0,2025-07-14 22:13:45.014705
83.1,-7,-1,-17,-1,2025-07-17 14:51:01.012049
81.08,-3,0,-6,1,2025-07-17 15:32:58.175701
80.97,-1,-1,-2,2,2025-07-17 15:33:19.843556
80.97,3,1,0,2,2025-07-17 15:33:34.262589
83.1,-2,1,2,2,2025-07-17 15:33:51.912560
80.97,1,0,-1,-3,2025-07-19 14:17:51.134120
80.86,2,2,-4,1,2025-07-19 14:40:45.396502

41.01,2,-2,12,-2,2025-07-19 14:40:51.331841

83.1,1,0,-12,0,2025-07-19 14:41:30.605907
80.65,1,0,6,-3,2025-07-19 14:41:54.442372
82.99,10,-1,3,-2,2025-07-19 15:12:17.325371
80.97,-4,-3,1,-1,2025-07-19 15:12:43.711290
80.75,-2,-1,-2,1,2025-07-19 15:12:48.810095
80.86,-1,-3,-2,-1,2025-07-19 15:12:59.908690
80.97,5,2,-1,-3,2025-07-19 15:13:31.288203
80.86,-2,-1,-1,0,2025-07-19 15:13:44.788596
80.97,-1,-2,1,0,2025-07-19 15:13:57.443722
80.86,5,0,1,2,2025-07-19 15:14:06.184501

80.86,0,1,-1,1,2025-07-19 15:14:47.094412

76.43,0,-1,-10,-1,2025-07-20 23:44:25.509990

80.97,3,0,0,-1,2025-07-20 23:44:52.404481
80.97,-3,2,-10,-1,2025-07-20 23:45:01.639778
80.75,-3,1,-3,-3,2025-07-20 23:45:08.144256
80.86,3,-1,3,-1,2025-07-20 23:45:18.388080
80.75,6,-4,-6,-3,2025-07-20 23:45:22.079818
80.97,8,1,9,3,2025-07-21 00:03:01.866675
80.97,-3,-1,-5,-1,2025-07-21 00:03:25.035589
80.97,1,-1,-5,0,2025-07-21 00:03:35.219036

76.43,-3,-2,0,1,2025-07-21 00:04:10.498195

80.97,1,-2,-5,-1,2025-07-21 00:20:15.051560
83.1,4,-1,-11,-2,2025-07-21 00:20:20.615690
80.86,1,-1,-3,-1,2025-07-21 00:20:56.826067
83.22,5,-1,-2,0,2025-07-21 00:21:36.076435
80.75,9,-1,5,0,2025-07-21 00:34:47.537864
80.97,5,-3,-4,2,2025-07-21 00:34:58.615117
80.97,1,-1,-4,2,2025-07-21 00:35:25.862689
80.86,-3,0,2,2,2025-07-21 00:35:33.198761
81.08,-3,-4,-16,-2,2025-07-21 00:35:42.249146
80.86,0,0,-12,0,2025-07-21 00:35:44.908903
80.97,-3,0,-7,0,2025-07-21 00:36:07.137312
40.43,2,-1,3,-1,2025-07-21 00:36:32.890662

80.86,1,-2,-3,0,2025-07-21 10:04:46.108871
80.86,1,0,-4,-1,2025-07-21 10:38:57.319393
80.86,6,-1,-8,-2,2025-07-21 10:55:32.705388
80.97,4,1,-1,-4,2025-07-21 10:56:11.584225
83.1,2,0,3,-2,2025-07-21 10:56:47.271188
80.75,5,-2,-5,1,2025-07-21 10:57:28.427994
80.86,-5,-2,-5,-1,2025-07-21 10:57:35.457384
80.75,-14,-2,3,-1,2025-07-21 11:32:36.852553
